docid,sentences,words,syllables,letters,unique,ttr,flesch-adap,coleman,flesch-gradelevel,ari,awl,awlstd,psfl,zh,wiki,brescola
netb-1a5239,4,53,100,234,37,0.6981132075,72.94769231,7.926792453,12.17230769,5.99009434,4.41509434,3.043297382,s,s,s,d
netb-1a523c,3,46,99,236,41,0.8913043478,47.49,12.43652174,16.22,10.40101449,5.130434783,3.011634654,s,s,s,d
netb-1a523e,3,40,81,183,33,0.825,63.98666667,8.881,13.505,6.784916667,4.575,2.800781141,s,s,s,d
netb-1a5241,4,91,174,421,63,0.6923076923,60.85349719,10.10197802,16.15716292,11.73521978,4.626373626,2.496803898,s,s,s,s
netb-1a5243,3,44,86,210,37,0.8409090909,68.59378788,10.24545455,13.19363636,8.382878788,4.772727273,2.503303602,s,s,s,d
netb-1a5246,4,65,130,301,47,0.7230769231,63.14125,9.607384615,14.3475,8.505923077,4.630769231,2.922429078,s,s,s,d
netb-1a5247,8,106,236,547,82,0.7735849057,45.36455357,12.3090566,16.05065476,9.500377358,5.160377358,2.828883347,s,s,s,d
netb-1a5248,4,75,166,377,56,0.7466666667,42.55575,12.17813333,17.83983333,11.6206,5.026666667,3.037425811,s,s,s,d
netb-1a5249,5,51,107,250,42,0.8235294118,60.98788235,10.12156863,13.14486275,6.758235294,4.901960784,2.795338571,s,s,s,d
netb-1a524a,4,53,121,281,46,0.8679245283,42.24285377,13.14113208,16.51712264,10.16688679,5.301886792,2.818971482,s,s,s,d
netb-1a524b,8,102,210,484,73,0.7156862745,60.1196349,9.779607843,13.86840347,7.294411765,4.745098039,3.070052291,s,s,s,s
netb-1a524c,4,54,116,255,43,0.7962962963,53.39916667,9.774074074,15.02314815,7.561666667,4.722222222,2.731277456,s,s,s,d
netb-1a524d,3,52,105,251,44,0.8461538462,60.41474359,10.87461538,14.99692308,9.971474359,4.826923077,2.806045355,s,s,s,s
netb-1a524e,4,57,131,293,48,0.8421052632,36.72142857,12.34807018,17.47357143,9.906052632,5.140350877,2.843512755,s,s,s,d
netb-1a524f,7,110,223,512,80,0.7272727273,59.94926606,9.685090909,14.62414155,8.350051948,4.654545455,2.462210255,s,s,s,s
netb-1a5250,4,48,96,222,39,0.8125,67.455,8.928333333,12.69,6.35375,4.625,2.681922507,s,s,s,d
netb-1a5251,6,78,161,374,64,0.8205128205,61.01692308,10.11692308,13.83641026,7.653846154,4.794871795,2.472199137,s,s,s,d
netb-1a5252,5,50,100,242,38,0.76,69.485,9.6992,11.91,6.3664,4.84,2.781078927,s,s,s,d
netb-1a5254,6,101,213,498,74,0.7326732673,51.72033333,11.43405941,16.044,10.21023102,4.930693069,2.949265476,s,s,d,d
netb-1a5255,4,62,121,278,46,0.7419354839,67.99604839,8.655483871,13.48403226,7.439032258,4.483870968,2.64417763,s,s,s,d
netb-1a5257,4,65,148,349,53,0.8153846154,39.71355769,13.94953846,17.61519231,11.98407692,5.369230769,2.715025036,s,s,s,s
netb-1a5258,2,52,108,242,41,0.7884615385,46.73730769,10.42615385,19.05769231,13.48961538,4.653846154,2.730769231,s,d,s,s
netb-1a5259,3,49,97,210,34,0.693877551,64.78319728,7.587755102,14.13918367,6.922380952,4.285714286,2.892636676,s,s,s,d
netb-1a525b,4,49,95,219,42,0.8571428571,72.38084184,8.063673469,12.06505102,5.745816327,4.469387755,2.475199772,s,s,s,d
netb-1a525c,4,54,106,254,48,0.8888888889,66.18625,9.665185185,13.1775,7.474444444,4.703703704,2.572141561,s,s,s,s
netb-1a525d,4,46,102,255,42,0.9130434783,45.65625,14.22173913,15.54416667,10.42978261,5.543478261,3.208050483,s,s,s,d
netb-1a525e,7,103,212,490,73,0.7087378641,59.77184466,10.16116505,14.43595007,8.333938974,4.757281553,3.035281275,s,s,s,d
netb-1a525f,4,59,115,259,46,0.7796610169,66.37612069,8.005423729,13.46155172,6.621101695,4.389830508,2.407734354,s,s,s,s
netb-1a5260,5,83,145,356,60,0.7228915663,77.51951899,7.637108434,12.23022785,7.071927711,4.289156627,2.351775133,s,s,s,s
netb-1a5261,4,69,137,314,50,0.7246376812,63.35233696,9.242318841,14.56648551,8.628913043,4.550724638,2.891949004,s,s,s,d
netb-1a5262,3,64,122,311,52,0.8125,65.91291667,11.385625,15.22375,12.12432292,4.859375,2.978397154,s,d,s,d
netb-1a5263,3,48,86,216,38,0.7916666667,78.13333333,8.81,12.11148936,7.765,4.5,2.263846285,s,s,s,s
netb-1a5264,8,128,250,570,78,0.609375,67.360625,8.534375,13.696875,7.54421875,4.453125,3.137124915,s,s,s,s
netb-1a5265,3,55,116,267,42,0.7636363636,51.79757576,11.13018182,16.44727273,10.60157576,4.854545455,3.071382169,s,s,s,d
netb-1a5267,4,74,134,309,49,0.6621621622,75.01809932,7.152972973,13.18777397,7.487432432,4.175675676,2.303687456,s,s,s,s
netb-1a5268,5,77,167,380,59,0.7662337662,45.234,11.2961039,16.53466667,9.514155844,4.935064935,2.76498356,s,s,s,s
netb-1a5269,4,44,103,242,39,0.8863636364,39.62909091,13.84909091,16.32272727,9.975,5.5,2.701009912,s,s,s,d
netb-1a526a,5,61,120,275,47,0.7704918033,70.02577049,8.281967213,12.38111475,5.903606557,4.508196721,2.499986563,s,s,s,d
netb-1a526b,4,41,76,189,34,0.8292682927,81.6117378,8.417560976,10.28067073,5.40695122,4.609756098,3.176729786,s,s,d,d
netb-1a526c,5,55,106,234,41,0.7454545455,74.62272727,6.525818182,11.44181818,4.108909091,4.254545455,2.39103007,s,s,s,d
netb-1a526e,3,40,86,219,36,0.9,49.08615385,14.173,15.50051282,11.02391667,5.475,3.073983572,s,s,s,d
netb-1a526f,7,59,117,271,47,0.7966101695,72.51389831,7.696271186,11.09714286,4.418353511,4.593220339,2.436436993,s,s,s,d
netb-1a5270,8,135,278,653,94,0.6962962963,56.32031716,10.8877037,15.42309701,9.789944444,4.837037037,2.914097046,s,s,s,s
netb-1a5271,6,110,231,516,77,0.7,52.56666667,10.168,16.34,9.830848485,4.690909091,2.769133289,s,s,s,d
netb-1a5272,4,53,116,272,38,0.7169811321,50.22398585,12.14264151,15.40391509,9.367075472,5.132075472,3.15653103,s,s,s,s
netb-1a5274,3,45,87,208,35,0.7777777778,70.05,9.405333333,13.07333333,7.840666667,4.622222222,2.791167728,s,s,s,d
netb-1a5275,5,51,95,247,42,0.8235294118,74.86759184,9.775686275,11.10955102,6.481176471,4.843137255,2.767971927,s,s,s,s
netb-1a5276,5,49,104,254,43,0.8775510204,55.791,11.65959184,13.72066667,7.885102041,5.183673469,3.127713316,s,s,s,d
netb-1a5277,3,69,136,318,49,0.7101449275,56.62833333,10.01217391,16.85,11.77695652,4.608695652,2.959716944,s,s,s,s
netb-1a5278,4,51,99,240,45,0.8823529412,68.6395,9.549019608,12.649,7.109705882,4.705882353,2.731760315,s,s,s,d
netb-1a5279,7,108,215,515,71,0.6574074074,64.75833333,10.32037037,13.9178836,8.744007937,4.768518519,2.576986761,s,s,s,s
netb-1a527a,4,49,92,233,43,0.8775510204,77.56043367,9.743673469,11.34260204,7.091530612,4.755102041,2.411965176,s,s,s,d
netb-1a527b,7,127,255,627,86,0.6771653543,58.126,11.59811024,15.44628571,10.89473566,4.937007874,3.008512939,s,s,s,s
netb-1a527e,9,121,266,625,92,0.7603305785,49.2087236,12.37024793,15.5938292,9.620734619,5.165289256,2.734375924,s,s,s,d
netb-1a527f,4,47,95,229,41,0.8723404255,62.4451087,10.33021277,13.26456522,7.393723404,4.872340426,2.606187574,s,s,s,s
netb-1a5280,5,72,156,376,52,0.7222222222,50.919,12.85111111,15.59266667,10.36666667,5.222222222,3.069664396,s,s,s,d
netb-1a5281,4,53,96,238,44,0.8301886792,79.45538462,8.370566038,11.26461538,6.345566038,4.490566038,2.682034158,s,s,s,s
netb-1a5282,5,55,102,252,42,0.7636363636,75.26090566,8.450181818,11.25343396,5.650363636,4.581818182,2.767939234,s,s,d,s
netb-1a5283,4,53,104,247,42,0.7924528302,69.37870283,9.369056604,12.73221698,7.145377358,4.660377358,2.684289697,s,s,s,d
netb-1a5284,3,48,109,249,37,0.7708333333,40.4825,12.8525,17.44583333,11.003125,5.1875,2.955617885,s,s,d,s
netb-1a5285,7,42,77,191,31,0.7380952381,84.00707317,6.006666667,8.855261324,2.989285714,4.547619048,2.871886562,s,s,s,d
netb-1a5286,5,88,171,385,61,0.6931818182,66.57781818,8.243181818,14.20354545,7.97625,4.375,2.901067593,s,s,s,d
netb-1a5288,4,52,109,253,43,0.8269230769,55.08198529,10.53153846,14.60210784,7.985961538,4.865384615,3.119595919,s,s,s,d
netb-1a5289,6,73,137,345,58,0.7945205479,73.58191315,9.556164384,11.79401408,6.912922374,4.726027397,2.700889118,s,s,s,s
netb-1a528b,4,56,111,266,49,0.875,66.93571429,10.01571429,13.25928571,7.9425,4.75,2.537222891,s,s,s,d
netb-1a528c,5,69,144,348,51,0.7391304348,55.87805882,11.71072464,14.70223529,9.224782609,5.043478261,3.052367969,s,s,s,d
netb-1a528d,4,43,81,196,34,0.7906976744,78.5609593,8.248372093,10.83040698,5.413837209,4.558139535,2.847294314,s,s,s,d
netb-1a528e,4,51,113,265,45,0.8823529412,48.44669118,12.43137255,15.52759804,9.418529412,5.196078431,2.82162245,s,s,s,s
netb-1a528f,3,41,98,220,37,0.9024390244,32.74869919,13.58536585,17.94487805,10.67650407,5.365853659,2.993945904,s,s,s,d
netb-1a5291,4,64,123,273,46,0.71875,70.004375,7.431875,13.328125,6.66109375,4.265625,2.688181236,s,s,s,d
netb-1a5293,7,131,260,629,84,0.641221374,61.93160305,10.85129771,15.12841876,10.5423337,4.801526718,3.172929023,s,s,s,s
netb-1a5295,4,70,161,367,53,0.7571428571,36.4925,13.33657143,18.375,12.01385714,5.242857143,3.217966147,s,s,s,s
netb-1a5296,4,91,192,447,68,0.7472527473,43.74338483,11.78197802,18.54367978,13.08093407,4.912087912,2.982175442,s,s,s,s
netb-1a5298,6,114,233,555,79,0.6929824561,56.63947368,11.26842105,15.93754386,11.00026316,4.868421053,2.972131251,s,s,s,d
netb-1a5299,6,91,196,462,69,0.7582417582,51.22544872,12.10065934,15.74038462,10.06564103,5.076923077,2.860226569,s,s,s,d
netb-1a529b,4,61,114,265,46,0.7540983607,72.87,7.803278689,12.68,6.65647541,4.344262295,2.641939463,s,s,s,s
netb-1a529c,4,41,84,200,37,0.9024390244,65.10442073,9.995121951,12.58310976,6.670609756,4.87804878,2.461361134,s,s,s,d
netb-1a529d,4,66,132,303,49,0.7424242424,62.8875,9.400606061,14.445,8.443181818,4.590909091,2.774217185,s,s,s,s
netb-1a529e,5,64,137,345,48,0.75,52.07457143,13.584375,14.98431746,10.35984375,5.390625,3.305380025,s,s,s,s
netb-1a529f,3,56,115,289,44,0.7857142857,53.33575758,12.95928571,16.23272727,12.21029762,5.160714286,2.526833038,s,s,s,s
netb-1a52a0,5,79,165,396,63,0.7974683544,54.03946154,11.80101266,15.45553846,10.07962025,5.012658228,2.669535924,s,s,s,d
netb-1a52a1,4,51,95,210,38,0.7450980392,78.30551471,6.090196078,11.36289216,4.339117647,4.117647059,2.306402502,s,s,s,d
netb-1a52a3,7,126,257,580,78,0.619047619,58.00785714,9.622222222,15.49825397,9.250952381,4.603174603,2.774828366,s,s,s,s
netb-1a52a4,5,54,101,232,47,0.8703703704,79.63966667,6.721481481,10.69237037,4.205555556,4.296296296,2.306429256,s,s,s,d
netb-1a52ad,3,39,80,196,34,0.8717948718,62.10153846,11.47384615,13.68512821,8.740769231,5.025641026,2.63591739,s,s,s,d
netb-1a52ae,8,102,203,491,72,0.7058823529,65.98300124,10.18313725,13.05058168,7.617647059,4.81372549,2.976148294,s,s,d,s
netb-1a52af,5,47,86,200,37,0.7872340426,81.33178261,6.072340426,10.05886957,3.312553191,4.255319149,2.453552224,s,s,s,s
netb-1a52b1,6,65,134,316,53,0.8153846154,63.43301282,10.05353846,12.96115385,6.884512821,4.861538462,2.716768007,s,s,s,d
netb-1a52b3,4,56,122,289,49,0.875,50.31785714,12.43071429,15.57714286,9.876964286,5.160714286,2.864666434,s,s,s,d
netb-1a52b6,9,136,294,692,91,0.6691176471,50.6119281,12.16,15.81215686,10.09114379,5.088235294,3.330939163,s,s,s,d
netb-1a52b9,5,81,136,322,52,0.6419753086,87.15749367,5.747654321,10.88592405,5.393703704,3.975308642,2.030479531,s,s,s,s
netb-1a52ba,4,66,125,313,50,0.7575757576,71.86022727,10.29151515,13.19348485,9.156818182,4.742424242,2.105624546,s,s,s,s
netb-1a52bb,4,63,110,268,41,0.6507936508,83.00572581,7.333968254,11.39048387,6.481190476,4.253968254,2.557083246,s,s,s,s
netb-1a52bc,7,91,178,416,68,0.7472527473,68.465,8.803076923,12.76206349,6.601428571,4.571428571,2.559802779,s,s,s,s
netb-1a52bd,6,87,176,413,68,0.7816091954,61.15178295,10.07172414,14.14883721,8.178965517,4.747126437,2.825249011,s,s,s,s
netb-1a52be,3,51,102,261,46,0.9019607843,56.15054422,12.55058824,15.34326531,11.17411765,5.117647059,2.776985662,s,s,s,s
netb-1a5401,6,95,211,480,69,0.7263157895,44.86311404,12.04,16.79342105,10.2845614,5.052631579,2.750572844,s,s,s,d
netb-1a5402,6,89,173,413,59,0.6629213483,67.63242424,9.490337079,13.32772727,7.843183521,4.640449438,2.805480956,s,s,s,s
netb-1a5403,5,74,169,409,60,0.8108108108,38.16120548,14.69891892,17.42180822,12.0022973,5.527027027,3.054562263,s,s,s,s
netb-1a5404,7,90,182,435,69,0.7666666667,62.92775281,10.31777778,13.49890851,7.763571429,4.833333333,2.809705402,s,s,s,d
netb-1a5405,4,57,112,269,47,0.8245614035,65.425,9.872280702,13.47,7.922894737,4.719298246,2.48330839,s,s,s,s
netb-1a5406,4,61,117,277,49,0.8032786885,71.09067623,8.96,12.99028689,7.583032787,4.540983607,2.749508275,s,s,s,d
netb-1a5407,8,94,201,488,77,0.8191489362,54.19046371,12.20680851,14.44697581,8.896914894,5.191489362,2.799227081,s,s,s,s
netb-1a5408,5,79,152,395,60,0.7594936709,66.2014026,11.72658228,13.70950649,10.02,5,2.925228542,s,s,s,s
netb-1a5409,3,59,111,269,41,0.6949152542,64.80263158,9.503728814,14.79894737,9.877740113,4.559322034,2.993049499,s,s,s,s
netb-1a540a,4,65,132,304,49,0.7538461538,60.53817308,9.878769231,14.71057692,8.723307692,4.676923077,2.672409989,s,d,s,s
netb-1a540b,6,60,129,294,46,0.7666666667,53.88128531,10.052,14.045,6.649,4.9,3.075169372,s,s,s,d
netb-1a540c,4,80,157,384,62,0.775,62.5075,10.944,15.3675,11.178,4.8,2.887040007,s,s,s,s
netb-1a540d,4,49,102,251,41,0.8367346939,56.88,11.90367347,14.165,8.821734694,5.12244898,2.868780962,s,d,s,s
netb-1a540f,6,71,139,337,55,0.7746478873,69.00190476,9.607887324,12.39142857,6.84258216,4.746478873,2.668112747,s,s,s,s
netb-1a5411,8,103,209,490,71,0.6893203884,60.95725866,9.873786408,13.75157178,7.414296117,4.757281553,3.06076334,s,s,s,s
netb-1a5413,6,67,151,384,54,0.8059701493,38.40520833,15.24955224,16.410625,11.1479602,5.731343284,3.188515256,s,s,s,s
netb-1a5414,4,73,156,375,55,0.7534246575,44.93705986,12.78356164,17.25926056,11.89020548,5.136986301,3.008276567,s,s,s,s
netb-1a5415,4,75,156,380,56,0.7466666667,49.5222089,12.41333333,16.74393836,11.809,5.066666667,2.963481436,s,s,s,s
netb-1a5417,5,94,193,474,69,0.7340425532,50.93562637,12.27574468,16.53437363,11.72042553,5.042553191,2.835620288,s,s,s,s
netb-1a5418,5,72,155,386,56,0.7777777778,47.29642857,13.66777778,15.99857143,11.02083333,5.361111111,2.825015022,s,s,s,d
netb-1a5419,4,46,87,227,39,0.847826087,73.85625,10.6426087,11.61083333,7.562826087,4.934782609,2.540131578,s,s,s,s
netb-1a541c,6,98,194,458,75,0.7653061224,61.6325,9.867755102,14.49583333,8.748707483,4.673469388,2.739639147,s,s,s,s
netb-1a5420,4,48,98,242,42,0.875,60.50875,11.37833333,13.59675532,8.31625,5.041666667,2.745893398,s,s,s,s
netb-1a5421,6,92,200,469,68,0.7391304348,49.35862319,12.24478261,16.04217391,10.24742754,5.097826087,3.021875974,s,s,s,d
netb-1a5424,8,163,351,822,103,0.6319018405,45.97891488,12.3997546,17.76606595,12.50976994,5.042944785,3.016009823,s,s,s,s
netb-1a5425,7,120,241,564,84,0.7,60.24722689,10.10933333,14.93747899,9.278428571,4.7,3.070287717,s,s,s,s
netb-1a5426,8,123,262,603,87,0.7073170732,53.02449695,11.10113821,15.54120935,9.347987805,4.902439024,3.085277482,s,s,s,d
netb-1a5428,3,55,117,265,43,0.7818181818,47.265,10.91636364,16.99666667,10.43030303,4.818181818,2.960902252,s,s,s,s
netb-1a542a,5,55,123,285,43,0.7818181818,45.173,11.97818182,15.49977778,8.476363636,5.181818182,3.264636464,s,s,d,d
netb-1a542b,5,65,133,312,49,0.7538461538,62.53538462,10.14707692,13.62461538,7.678,4.8,2.904638201,s,s,s,d
netb-1a542c,7,76,154,363,61,0.8026315789,66.38868421,9.558421053,12.55481203,6.495018797,4.776315789,3.028803325,s,d,s,s
netb-1a542d,5,98,207,467,68,0.693877551,50.24508163,10.70979592,16.9784898,10.81459184,4.765306122,2.805974022,s,s,s,s
netb-1a542f,4,53,111,266,44,0.8301886792,58.20511792,11.47698113,14.29070755,8.833867925,5.018867925,2.666992979,s,s,s,s
netb-1a5430,2,46,89,212,38,0.8260869565,58.6775,10.01217391,16.52277778,11.77695652,4.608695652,2.862639865,s,s,s,s
netb-1a5435,6,45,76,182,35,0.7777777778,95.26439394,4.034666667,7.651818182,1.369333333,4.044444444,2.485116188,s,d,d,d
netb-1a5437,5,52,103,230,42,0.8076923077,70.70592308,7.361538462,11.83907692,4.602692308,4.423076923,2.331606856,s,s,s,d
netb-1a5439,4,54,119,269,42,0.7777777778,48.69916667,11.29851852,15.6787037,8.782777778,4.981481481,2.534873368,s,s,s,d
netb-1a543a,4,52,111,251,45,0.8653846154,51.76433824,10.30538462,15.06485294,7.804807692,4.826923077,2.470760968,s,s,s,d
netb-1a543b,4,62,134,302,46,0.7419354839,50.25733871,10.9316129,15.95822581,9.262258065,4.870967742,2.887592316,s,s,s,s
netb-1a543c,4,62,121,279,46,0.7419354839,65.54313525,8.750322581,13.76405738,7.515,4.5,2.804086879,s,s,s,d
netb-1a543d,4,54,107,243,41,0.7592592593,67.49916667,8.467407407,13.05648148,6.515,4.5,2.594509873,s,s,s,d
netb-1a543e,7,110,227,511,80,0.7272727273,58.30136364,9.631636364,14.88948052,8.307233766,4.645454545,2.606238542,s,s,s,s
netb-1a543f,4,58,129,286,45,0.775862069,45.95543103,11.15310345,16.30982759,9.045172414,4.931034483,2.935291027,s,s,s,d
netb-1a5440,4,66,119,282,52,0.7878787879,75.291875,7.52969697,12.590625,6.944545455,4.272727273,2.371200019,s,s,s,s
netb-1a5441,6,114,238,514,71,0.6228070175,52.92894737,9.153684211,16.45508772,9.306315789,4.50877193,3.070075186,s,s,s,d
netb-1a5442,5,78,167,388,58,0.7435897436,49.72088312,11.55179487,16.00820779,9.799230769,4.974358974,2.740832547,s,s,s,s
netb-1a5444,3,44,97,214,35,0.7954545455,47.44378788,10.78,16.14363636,8.811060606,4.863636364,2.701774746,s,s,s,d
netb-1a5445,3,49,103,228,39,0.7959183673,54.42401361,9.747755102,15.58408163,8.652585034,4.653061224,2.825185711,s,s,s,d
netb-1a5446,4,51,103,250,44,0.862745098,65.03492647,10.70196078,13.21387255,8.033235294,4.901960784,2.45152935,s,d,s,d
netb-1a5447,6,98,234,562,73,0.7448979592,28.3392354,16.1077551,19.18097938,13.74707483,5.734693878,3.118578367,s,s,s,s
netb-1a5448,4,48,105,267,44,0.9166666667,47.90875,14.44083333,15.35420213,10.769375,5.5625,3.378277729,s,s,s,s
netb-1a5449,4,62,121,283,51,0.8225806452,67.99604839,9.129677419,13.48403226,7.818870968,4.564516129,2.518454261,s,s,s,d
netb-1a544a,6,82,169,415,68,0.8292682927,58.62138889,11.79268293,14.29475309,9.240528455,5.06097561,2.760114707,s,s,s,s
netb-1a544b,5,77,155,384,62,0.8051948052,58.77,11.60155844,14.64666667,9.758831169,4.987012987,3.097940273,s,s,s,s
netb-1a544c,4,58,119,273,45,0.775862069,60.54163793,9.835172414,14.27534483,7.989482759,4.706896552,2.810133269,s,s,s,d
netb-1a544e,4,58,116,257,43,0.7413793103,64.9175,8.213103448,13.665,6.690172414,4.431034483,2.512809041,s,s,s,s
netb-1a544f,6,144,261,629,91,0.6319444444,70.23437646,8.650833333,15.24206294,11.14354167,4.368055556,2.634563341,s,d,s,s
netb-1a5450,7,131,260,610,87,0.6641221374,59.61837209,9.998473282,15.38008859,9.859203926,4.65648855,2.70642716,s,s,s,s
netb-1a5452,3,57,118,282,46,0.8070175439,54.41315789,11.73263158,16.24807018,11.37210526,4.947368421,3.051724003,s,s,s,s
netb-1a5453,4,54,107,245,40,0.7407407407,67.49916667,8.685185185,13.05648148,6.689444444,4.537037037,2.719701529,s,s,s,d
netb-1a5455,3,48,102,237,42,0.875,49.33333333,11.3825,16.12851064,9.825625,4.9375,2.71113637,s,s,d,d
netb-1a5456,4,56,110,260,44,0.7857142857,68.44642857,9.385714286,13.04857143,7.437857143,4.642857143,2.728347036,s,s,s,s
netb-1a5457,4,47,93,213,35,0.7446808511,69.50875,8.328510638,12.34143617,5.790319149,4.531914894,2.766448402,s,s,s,d
netb-1a5458,5,90,200,482,67,0.7444444444,42.565,14.04622222,17.65222222,12.79466667,5.355555556,2.837491502,s,s,s,s
netb-1a5459,5,52,119,284,46,0.8846153846,44.67515385,13.46769231,15.46984615,9.493846154,5.461538462,2.75584371,s,s,s,d
netb-1a545a,3,42,95,224,37,0.880952381,43.26785714,13.44571429,16.56047619,10.69,5.333333333,2.867441756,s,s,s,d
netb-1a545b,3,43,88,206,36,0.8372093023,61.15178295,10.30418605,14.14883721,8.300852713,4.790697674,2.791666499,s,s,s,s
netb-1a545d,11,131,269,668,90,0.6870229008,63.02666204,11.69801527,13.28507981,8.541950035,5.099236641,3.154676552,s,s,s,d
netb-1a545e,4,63,136,321,45,0.7142857143,50.22017857,12.28063492,16.02551587,10.44357143,5.095238095,3.079446898,s,s,s,d
netb-1a545f,6,99,194,490,77,0.7777777778,63.22583333,11.50909091,14.315,10.13212121,4.949494949,2.649084985,s,s,s,s
netb-1a5462,8,153,325,764,95,0.6209150327,49.71724265,12.01385621,16.93410948,11.65171569,4.993464052,2.89126865,s,s,s,s
netb-1a5463,7,94,206,493,73,0.7765957447,49.805,12.83446809,15.50671733,9.986732523,5.244680851,2.747091964,s,s,s,d
netb-1a5465,4,58,109,257,45,0.775862069,75.12784483,8.213103448,12.24086207,6.690172414,4.431034483,2.773719456,s,s,s,d
netb-1a5467,8,87,180,433,69,0.7931034483,62.76239224,10.74298851,13.0650431,7.449224138,4.977011494,2.758381216,s,s,s,d
netb-1a5468,4,49,97,236,38,0.7755102041,65.6925,10.10367347,12.93583333,7.379897959,4.816326531,2.125390426,s,s,s,s
netb-1a5469,6,94,198,476,72,0.7659574468,52.98637097,12.08595745,15.57758065,10.25397163,5.063829787,2.75143487,s,s,s,s
netb-1a546a,4,54,122,276,46,0.8518518519,43.99916667,12.06074074,16.33425926,9.393333333,5.111111111,2.579597059,s,s,s,d
netb-1a546b,3,53,103,242,36,0.679245283,63.66858974,9.372830189,14.54307692,8.909371069,4.566037736,2.974796229,s,s,s,s
netb-1a546c,3,44,90,221,37,0.8409090909,60.90287879,11.71545455,14.26636364,9.560378788,5.022727273,3.01125643,s,s,s,d
netb-1a546e,2,50,101,239,38,0.76,52.568,11.1224,17.996,13.5838,4.78,3.001932711,s,s,s,s
netb-1a546f,4,43,77,202,37,0.8604651163,79.54832317,9.068837209,10.56847561,6.071046512,4.697674419,2.816354924,s,s,s,s
netb-1a5471,5,76,163,375,55,0.7236842105,51.96226316,11.26578947,15.64589474,9.410131579,4.934210526,2.885241604,s,s,s,s
netb-1a5472,5,42,84,210,35,0.8333333333,67.18517073,10.07619048,11.78360976,6.32,5,2.935821456,s,s,d,s
netb-1a5473,6,100,218,500,76,0.76,47.49033333,11.824,16.634,10.45333333,5,3.062678566,s,s,s,s
netb-1a5474,6,121,252,603,83,0.6859504132,50.875,12.03504132,16.99,12.12548209,4.983471074,3.050493717,s,s,s,s
netb-1a5477,7,88,198,491,70,0.7954545455,43.68206897,14.65318182,16.11231527,11.13537338,5.579545455,3.154079577,s,s,s,s
netb-1a5478,4,51,100,232,40,0.7843137255,70.01139706,8.626666667,12.5197549,6.370882353,4.549019608,2.576772,s,s,s,d
netb-1a547a,3,56,114,293,43,0.7678571429,51.965,13.37928571,16.34111111,12.54672619,5.232142857,3.348726151,s,s,s,s
netb-1a5480,5,46,85,205,35,0.7608695652,83.17091304,7.186956522,9.802347826,4.160217391,4.456521739,2.716347626,s,s,s,d
netb-1a5481,5,96,189,433,64,0.6666666667,62.79075,9.179583333,15.12925,9.4140625,4.510416667,3.208045848,s,s,s,s
netb-1a5482,6,77,165,403,59,0.7662337662,52.3072807,12.66805195,14.96842105,9.637705628,5.233766234,2.984357939,s,s,s,s
netb-1a5483,8,89,197,457,67,0.7528089888,50.28245084,11.73213483,14.86785112,8.31755618,5.134831461,2.793214134,s,s,s,d
netb-1a5484,5,58,114,255,44,0.7586206897,70.77824138,7.5,12.12710345,5.077758621,4.396551724,2.484015486,s,s,s,d
netb-1a5485,7,110,212,498,73,0.6636363636,69.83772727,8.936727273,13.28038961,7.750597403,4.527272727,2.705916383,s,s,s,s
netb-1a5487,4,76,168,392,63,0.8289473684,40.29975,12.97052632,18.1545,12.36368421,5.157894737,3.069598943,s,s,d,d
netb-1a5488,3,51,102,236,37,0.7254901961,62.38,9.668235294,14.64,8.865294118,4.62745098,2.943659083,s,d,s,d
netb-1a5489,5,49,99,238,39,0.7959183673,67.96146939,9.739591837,12.07281633,6.347142857,4.857142857,2.821202523,s,s,s,d
netb-1a548a,7,92,187,437,65,0.7065217391,63.53630435,9.877826087,13.52049689,7.513928571,4.75,2.733149959,s,s,s,d
netb-1a548b,6,93,181,432,62,0.6666666667,65.17050366,9.603870968,13.79532967,8.198709677,4.64516129,3.029053443,s,s,s,s
netb-1a548c,6,123,246,567,94,0.7642276423,58.8275,9.861463415,16.005,10.53195122,4.609756098,2.596539744,s,s,s,d
netb-1a548e,6,59,116,275,52,0.8813559322,72.52196328,8.596610169,11.445,5.440056497,4.661016949,2.128181921,s,d,s,s
netb-1a548f,6,93,209,492,69,0.7419354839,41.08253623,13.39741935,17.19652174,11.23741935,5.290322581,3.025272209,s,s,s,s
netb-1a5490,5,55,105,246,46,0.8363636364,76.16090909,7.808727273,11.22727273,5.136545455,4.472727273,2.578615171,s,s,s,d
netb-1a5491,4,63,122,282,47,0.746031746,69.02017857,8.640634921,13.40329365,7.527857143,4.476190476,2.79374098,s,s,s,d
netb-1a5492,4,50,102,244,38,0.76,63.5635,10.5264,13.357,7.8048,4.88,2.643028566,s,s,s,d
netb-1a5493,5,78,170,398,55,0.7051282051,48.61638462,12.30564103,16.21194872,10.40307692,5.102564103,3.380144677,s,s,d,s
netb-1a5494,7,99,194,473,74,0.7474747475,68.69818182,10.20040404,13.04894661,8.144761905,4.777777778,2.63448596,s,d,s,s
netb-1a5496,7,129,254,581,89,0.6899224806,62.396875,9.076589147,14.95705357,8.997541528,4.503875969,2.99385425,s,s,s,s
netb-1a5497,7,105,195,469,72,0.6857142857,75.13,8.490666667,12.32928571,7.108,4.466666667,2.574847815,s,s,s,s
netb-1a5498,5,45,95,228,37,0.8222222222,61.1,10.70311111,12.83111111,6.934,5.066666667,2.885981443,s,s,s,d
